CaseID,Duration,B2,B7_a,B7_b,D1A,D1E,EF3_a,EF3_b,EF3_c,EF3_d,EF3_e,EF3_f,EF3_g,EF3_h
2203,1605,living comfortably,excellent,excellent,no,no,yes,no,yes,no,no,no,no,no
2204,1252,doing okay,only fair,only fair,no,yes,no,yes,no,no,no,no,no,no
2205,942,doing okay,good,good,yes,no,no,no,yes,no,no,no,no,no
2206,1707,living comfortably,good,good,yes,no,yes,no,no,no,no,no,no,no
2207,1190,living comfortably,good,only fair,yes,no,yes,no,yes,no,no,no,no,no
2208,1046,doing okay,good,only fair,yes,no,yes,no,no,no,no,no,no,no
2209,797,doing okay,good,good,no,no,,,,,,,,
2210,1166,finding it difficult to get by,only fair,poor,no,yes,no,no,no,no,no,no,no,yes
2211,1833,living comfortably,good,good,no,no,no,yes,no,no,no,no,no,no
2212,1312,living comfortably,good,excellent,no,no,no,no,yes,no,no,no,no,no
2213,24058,doing okay,poor,only fair,yes,no,yes,yes,yes,no,no,no,no,no
2214,42197,living comfortably,good,good,yes,no,yes,no,no,no,no,no,no,no
2215,1833,living comfortably,excellent,good,no,no,no,yes,yes,no,no,no,no,no
2216,1013,living comfortably,only fair,poor,no,no,no,no,yes,no,no,no,no,no
2217,748,doing okay,excellent,only fair,yes,yes,no,no,no,no,no,no,no,yes
2218,1400,living comfortably,only fair,only fair,no,no,no,no,yes,no,no,no,no,no
2219,736,living comfortably,good,good,no,no,yes,no,no,no,no,no,no,no
2220,1310,just getting by,good,good,yes,no,no,yes,no,no,no,no,no,no
2221,1907,doing okay,poor,poor,yes,no,no,no,yes,no,no,no,no,no
2222,1030,just getting by,good,good,no,no,no,yes,no,no,no,no,no,no
2223,959,doing okay,good,good,yes,yes,no,yes,no,no,no,no,no,no
2224,2080,living comfortably,good,good,yes,no,yes,no,no,no,no,no,no,no
2225,570,doing okay,good,good,yes,no,no,no,yes,no,no,no,no,no
2226,1250,living comfortably,only fair,only fair,yes,no,yes,no,no,no,no,no,no,no
2227,7708,doing okay,only fair,good,yes,no,no,no,yes,no,no,no,no,no
2228,5260,doing okay,good,only fair,no,no,no,yes,yes,yes,no,no,no,no
2229,1509,doing okay,good,good,no,no,no,no,yes,no,no,no,no,no
2230,1023,doing okay,only fair,only fair,yes,no,yes,no,no,no,no,no,no,no
2231,1059,living comfortably,good,only fair,no,no,no,no,yes,no,no,no,no,no
2232,1772,living comfortably,poor,poor,yes,no,yes,no,yes,no,no,no,no,no
2233,1010,living comfortably,good,good,yes,no,no,no,yes,no,no,no,no,no
2234,664,living comfortably,good,only fair,yes,no,yes,no,yes,no,no,no,no,no
2235,1245,doing okay,excellent,good,yes,no,no,no,yes,no,no,no,no,no
2236,34452,living comfortably,good,good,yes,no,no,no,yes,no,no,no,no,no
2237,1527,just getting by,only fair,only fair,no,no,no,no,no,no,no,no,no,yes
2238,3379,doing okay,good,good,yes,no,no,no,yes,no,no,no,no,no
2239,1097,living comfortably,good,only fair,no,no,yes,no,yes,no,no,no,no,no
2240,6618,living comfortably,excellent,good,no,no,yes,no,no,no,no,no,no,no
2241,899,living comfortably,poor,good,no,yes,yes,no,no,yes,no,no,no,no
2242,1051,living comfortably,good,good,no,no,no,yes,no,no,no,no,no,no
2243,5817,living comfortably,excellent,good,no,no,yes,no,no,no,no,no,no,no
2244,1030,just getting by,only fair,only fair,yes,yes,yes,no,no,no,no,no,no,no
2245,596632,doing okay,good,good,yes,yes,no,no,yes,no,no,no,no,no
2246,1178,living comfortably,excellent,excellent,yes,no,yes,no,no,no,no,no,no,no
2247,1253,doing okay,only fair,only fair,no,no,yes,no,no,no,no,no,no,no
2248,664,just getting by,only fair,only fair,yes,yes,yes,yes,yes,no,no,no,no,no
2249,777,living comfortably,excellent,good,yes,no,no,no,yes,no,no,no,no,no
2250,1005,living comfortably,good,good,yes,no,yes,no,yes,no,no,no,no,no
2251,1029,doing okay,good,only fair,yes,no,no,no,yes,no,no,no,no,no
2252,891,doing okay,good,only fair,no,no,no,no,yes,no,no,no,no,no
2253,981,doing okay,good,only fair,no,no,yes,no,no,no,no,no,no,no
2254,1836,doing okay,good,excellent,no,no,no,no,yes,no,no,no,no,no
2255,1456,just getting by,only fair,only fair,yes,no,yes,no,no,no,no,no,no,no
2256,1265,living comfortably,good,only fair,yes,no,no,no,yes,no,no,no,no,no
2257,1422,just getting by,good,good,yes,no,no,no,yes,no,no,no,no,no
2258,1234,living comfortably,good,good,no,no,no,no,yes,no,no,no,no,no
2259,874,living comfortably,only fair,only fair,yes,no,yes,no,yes,no,no,no,no,no
2260,1184,doing okay,only fair,only fair,no,no,no,no,yes,no,no,no,no,no
2261,884,living comfortably,excellent,good,yes,no,yes,no,no,no,no,no,no,no
2262,951,living comfortably,good,only fair,yes,no,yes,no,no,no,no,no,no,no
2263,813,living comfortably,good,good,no,no,yes,no,yes,no,no,no,no,no
2264,966,doing okay,only fair,good,yes,no,yes,no,no,no,no,no,no,no
2265,2847,living comfortably,good,only fair,no,no,no,no,yes,no,no,no,no,no
2266,1488,living comfortably,excellent,only fair,yes,no,yes,no,no,no,no,no,no,no
2267,2208,doing okay,good,excellent,no,no,yes,no,no,no,no,no,no,no
2268,1244,doing okay,only fair,good,yes,yes,yes,no,no,no,no,no,no,no
2269,1511,just getting by,only fair,only fair,yes,yes,no,no,yes,no,no,no,no,no
2270,1076,living comfortably,only fair,good,no,no,yes,no,no,no,no,no,no,no
2271,1106,just getting by,poor,only fair,yes,yes,no,no,yes,no,no,no,no,no
2272,1984,just getting by,good,good,no,no,no,no,yes,no,no,no,no,no
2273,747,doing okay,good,only fair,yes,no,yes,no,yes,no,no,no,no,no
2274,1162,living comfortably,good,good,no,no,yes,no,no,no,no,no,no,no
2275,10412,living comfortably,good,good,no,no,yes,no,yes,no,no,no,no,no
2276,1848,living comfortably,poor,poor,yes,no,no,no,yes,no,no,no,no,no
2277,1493,doing okay,good,only fair,yes,no,no,yes,no,yes,no,no,no,no
2278,3030,living comfortably,only fair,good,no,yes,yes,no,yes,no,no,no,no,no
2279,1121,just getting by,poor,poor,yes,yes,no,yes,no,no,no,no,no,no
2280,1503,just getting by,only fair,poor,no,no,no,no,no,no,no,no,no,yes
2281,3349,finding it difficult to get by,only fair,good,yes,no,no,no,no,no,no,no,yes,no
2282,1082,doing okay,good,good,no,yes,no,no,yes,no,no,no,no,no
2283,946,doing okay,good,good,yes,no,yes,no,no,no,no,no,no,no
2284,972,doing okay,only fair,only fair,no,no,yes,no,no,no,no,no,no,no
2285,47257,living comfortably,good,good,yes,no,yes,no,yes,no,no,no,no,no
2286,319969,living comfortably,good,good,no,no,yes,no,no,no,no,no,no,no
2287,3505,living comfortably,only fair,only fair,yes,no,no,no,yes,no,no,no,no,no
2288,1050,living comfortably,good,good,yes,no,no,no,yes,no,no,no,no,no
2289,1461,just getting by,good,good,yes,yes,no,no,yes,yes,no,no,yes,no
2290,1822,living comfortably,good,good,no,no,no,no,yes,no,no,no,no,no
2291,877,finding it difficult to get by,poor,poor,yes,yes,no,yes,no,no,yes,no,no,no
2292,1834,just getting by,only fair,only fair,no,no,yes,no,no,no,no,no,no,no
2293,1729,living comfortably,poor,poor,no,no,no,no,no,no,no,no,no,yes
2294,938,living comfortably,only fair,only fair,yes,no,yes,no,no,no,no,no,no,no
2295,1049,living comfortably,good,good,no,no,yes,no,no,no,no,no,no,no
2296,1754,doing okay,good,good,no,no,yes,no,no,no,no,no,no,no
2297,843,just getting by,only fair,only fair,no,yes,yes,no,yes,no,no,no,no,no
2298,2072,living comfortably,good,good,no,no,no,no,yes,no,no,no,no,no
2299,736,living comfortably,good,good,no,no,yes,no,no,no,no,no,no,no
2300,2217,just getting by,only fair,only fair,no,no,no,yes,no,no,no,no,no,no
2301,779,living comfortably,poor,only fair,no,no,no,no,yes,no,no,no,no,no
2302,1121,living comfortably,excellent,good,yes,no,no,no,yes,no,no,no,no,no
2303,1167,doing okay,good,good,yes,no,no,no,yes,no,no,no,no,no
2304,1260,living comfortably,good,only fair,no,no,yes,no,no,no,no,no,no,no
2305,1054,living comfortably,good,only fair,yes,no,yes,no,no,no,no,no,no,no
2306,1706,living comfortably,good,good,yes,no,yes,yes,yes,no,no,no,no,no
2307,1098,just getting by,good,good,yes,yes,no,yes,no,no,no,no,no,no
2308,792,just getting by,good,good,yes,no,yes,no,no,no,no,no,no,no
2309,1052,living comfortably,good,only fair,yes,no,yes,no,no,no,no,no,no,no
2310,825,living comfortably,only fair,good,no,no,no,no,yes,no,no,no,no,no
2311,2373,living comfortably,good,good,yes,no,yes,no,yes,no,no,no,no,no
2312,1002,living comfortably,good,good,no,no,yes,no,yes,no,no,no,no,no
2313,3558,doing okay,good,only fair,yes,no,no,no,yes,no,no,no,no,no
2314,748,living comfortably,excellent,good,yes,no,yes,no,yes,no,no,no,no,no
2315,1133,living comfortably,good,excellent,yes,no,yes,no,no,no,no,no,no,no
2316,1169,doing okay,good,only fair,yes,no,yes,no,no,no,no,no,no,no
2317,1569,just getting by,only fair,only fair,yes,yes,no,no,no,no,no,no,no,yes
2318,1996,living comfortably,excellent,excellent,no,yes,yes,no,no,no,no,no,no,no
2319,1029,just getting by,poor,poor,yes,no,no,no,no,no,no,no,no,yes
2320,1527,finding it difficult to get by,only fair,only fair,yes,yes,yes,yes,no,no,no,no,no,no
2321,943,living comfortably,good,good,yes,yes,yes,no,no,no,no,no,no,no
2322,6820,living comfortably,excellent,excellent,yes,no,yes,no,no,no,no,no,no,no
2323,4129,doing okay,good,only fair,yes,no,no,yes,yes,no,no,no,no,no
2324,868,living comfortably,good,excellent,yes,no,yes,no,no,no,no,no,no,no
2326,925,doing okay,good,only fair,yes,no,no,no,yes,no,no,no,no,no
2327,844,doing okay,only fair,only fair,yes,no,yes,no,yes,no,no,no,no,no
2328,680,living comfortably,good,good,no,no,yes,no,no,no,no,no,no,no
2329,6756,living comfortably,excellent,excellent,yes,no,yes,no,no,no,no,no,no,no
2330,1135,living comfortably,good,good,no,no,no,yes,yes,no,no,no,no,no
2331,714,just getting by,only fair,good,no,no,,,,,,,,
2332,767,living comfortably,good,good,no,no,no,no,yes,no,no,no,no,no
2333,997,living comfortably,good,good,no,no,yes,no,no,no,no,no,no,no
2334,1663,living comfortably,good,good,no,no,yes,no,yes,no,no,no,no,no
2335,558,just getting by,good,good,yes,yes,no,no,no,no,no,no,no,yes
2336,1623,finding it difficult to get by,poor,poor,yes,yes,no,no,no,no,no,no,no,yes
2337,1815,doing okay,good,good,no,no,yes,no,yes,no,no,no,no,no
2338,1737,living comfortably,good,only fair,yes,yes,yes,no,no,no,no,no,no,no
2339,1963,living comfortably,only fair,good,no,no,yes,no,yes,no,no,no,no,no
2340,1240,living comfortably,good,good,no,no,yes,no,yes,no,no,no,no,no
2341,1030,doing okay,only fair,good,no,no,no,no,yes,no,no,no,no,no
2342,1933,living comfortably,poor,excellent,yes,no,no,no,yes,no,no,no,no,no
2343,1712,doing okay,only fair,only fair,no,no,yes,no,yes,no,no,no,no,no
2344,949,living comfortably,only fair,only fair,no,no,yes,yes,yes,no,no,no,no,no
2345,587,living comfortably,good,good,no,yes,no,no,yes,no,no,no,no,no
2346,1248,living comfortably,excellent,good,no,no,yes,no,no,no,no,no,no,no
2347,639,just getting by,good,only fair,yes,no,yes,no,yes,no,no,no,no,no
2348,932,doing okay,only fair,only fair,yes,no,no,no,yes,no,no,no,no,no
2349,904,living comfortably,good,only fair,yes,yes,no,no,yes,no,no,no,no,no
2350,847,living comfortably,good,only fair,no,no,yes,no,no,no,no,no,no,no
2351,2540,just getting by,good,good,yes,no,no,yes,yes,no,no,no,no,no
2352,1248,living comfortably,excellent,excellent,no,no,no,no,yes,no,no,no,no,no
2353,1347,living comfortably,only fair,good,yes,no,yes,no,no,no,no,no,no,no
2354,1206,doing okay,good,good,yes,no,yes,no,yes,no,no,no,no,no
2355,5013,doing okay,good,good,yes,no,no,no,yes,no,no,no,no,no
2356,997,living comfortably,good,only fair,no,no,yes,no,no,no,no,no,no,no
2357,801,living comfortably,excellent,excellent,no,no,no,no,yes,no,no,no,no,no
2358,703,doing okay,good,only fair,yes,no,no,no,yes,no,no,no,no,no
2359,1916,doing okay,only fair,only fair,no,no,no,no,yes,no,no,no,no,no
2360,855,just getting by,good,good,no,yes,yes,no,no,no,no,no,no,no
2361,1139,living comfortably,good,good,yes,no,yes,no,no,no,no,no,no,no
2362,758,just getting by,good,good,yes,yes,no,yes,no,no,no,no,no,no
2363,1197,living comfortably,good,excellent,no,no,no,no,yes,no,no,no,no,no
2364,1121,living comfortably,good,good,yes,no,no,no,yes,no,no,no,no,no
2365,1750,doing okay,good,only fair,yes,no,no,no,yes,no,no,no,no,no
2366,1017,just getting by,good,good,no,yes,no,no,no,no,no,no,no,yes
2367,1007,living comfortably,only fair,excellent,no,no,yes,no,no,no,no,no,no,no
2368,249597,just getting by,good,good,no,yes,no,no,yes,no,no,no,no,no
2369,1854,living comfortably,good,poor,no,no,yes,no,yes,no,no,no,yes,no
2370,3931,just getting by,only fair,only fair,yes,no,yes,no,no,no,no,no,no,no
2371,415,living comfortably,good,only fair,yes,no,no,no,yes,no,no,no,no,no
2372,1016,living comfortably,good,good,no,no,yes,no,yes,no,no,no,no,no
2373,732,living comfortably,only fair,only fair,no,no,yes,no,no,no,no,no,no,no
2374,2641,just getting by,poor,poor,yes,no,no,no,yes,no,yes,yes,no,no
2375,982,living comfortably,good,good,no,no,yes,no,yes,no,no,no,no,no
2376,1200,doing okay,only fair,only fair,no,no,yes,no,yes,no,no,no,no,no
2377,1273,living comfortably,good,good,no,no,yes,no,yes,no,no,no,no,no
2378,1228,doing okay,good,only fair,no,no,no,no,yes,no,no,no,no,no
2379,1174,living comfortably,good,good,yes,yes,yes,no,no,no,no,no,no,no
2380,697,living comfortably,good,good,yes,no,no,no,yes,no,no,no,no,no
2381,813,doing okay,good,only fair,no,no,no,no,no,no,no,no,no,yes
2382,833,living comfortably,good,good,no,no,no,no,yes,no,no,no,no,no
2383,636,living comfortably,excellent,excellent,yes,no,no,no,yes,no,no,no,no,no
2384,970,doing okay,only fair,only fair,no,no,yes,no,no,no,no,no,no,no
2385,809,doing okay,good,only fair,yes,no,no,no,yes,no,no,no,no,no
2386,1121,just getting by,only fair,only fair,no,yes,no,yes,no,yes,no,no,no,no
2387,636,living comfortably,good,good,no,no,yes,no,yes,no,no,no,no,no
2388,892,just getting by,poor,poor,yes,yes,no,no,no,no,no,no,no,yes
2389,1265,living comfortably,good,only fair,no,no,no,no,yes,no,no,no,no,no
2390,1995,living comfortably,excellent,good,yes,no,yes,no,no,no,no,no,no,no
2391,31177,doing okay,good,good,yes,yes,no,no,yes,no,no,no,no,no
2392,1526,doing okay,excellent,excellent,yes,yes,no,no,no,yes,no,no,no,no
2393,1507,living comfortably,good,good,no,no,no,no,yes,no,no,no,no,no
2394,1158,doing okay,good,good,yes,no,yes,no,no,no,no,no,no,no
2395,657,living comfortably,good,good,yes,no,no,no,yes,no,no,no,no,no
2396,584,doing okay,good,only fair,yes,no,no,no,yes,no,no,no,no,no
2397,1199,living comfortably,good,only fair,no,no,yes,no,no,no,no,no,no,no
2398,1870,living comfortably,only fair,only fair,no,no,no,no,yes,no,no,no,no,no
2399,1048,living comfortably,good,good,no,no,no,no,yes,no,no,no,no,no
2400,2381,doing okay,good,good,no,yes,yes,no,yes,no,no,no,no,no
2401,1495,doing okay,poor,only fair,no,no,yes,no,no,no,no,no,no,no
2402,884,living comfortably,good,excellent,yes,no,yes,no,no,no,no,no,no,no
2403,1899,living comfortably,excellent,excellent,yes,yes,yes,no,no,no,no,no,no,no
2404,1121,doing okay,good,good,yes,no,yes,no,no,no,no,no,no,no
2405,972,living comfortably,only fair,good,no,no,no,no,yes,no,no,no,no,no
2406,1023,doing okay,good,good,no,yes,no,no,yes,no,no,no,no,no
2407,1340,finding it difficult to get by,good,good,no,no,no,no,no,no,no,no,no,yes
2408,878,living comfortably,excellent,excellent,no,no,no,no,yes,no,no,no,no,no
2409,636,doing okay,good,only fair,yes,no,yes,no,no,no,no,no,no,no
2410,1035,living comfortably,good,good,no,no,no,no,yes,no,no,no,no,no
2411,1233,living comfortably,good,good,yes,no,yes,no,no,no,no,no,no,no
2412,1712,living comfortably,good,good,yes,no,yes,no,yes,no,no,no,no,no
2413,1567,doing okay,only fair,only fair,no,no,yes,no,yes,no,no,no,no,no
2414,2816,just getting by,only fair,only fair,yes,no,no,yes,no,no,no,no,no,no
2415,1074,living comfortably,good,only fair,no,no,no,no,yes,no,no,no,no,no
2416,2200,living comfortably,good,good,yes,no,no,yes,no,no,no,no,no,no
2417,3334,finding it difficult to get by,good,only fair,yes,no,no,no,no,no,no,no,no,yes
2418,549,doing okay,good,good,yes,no,no,no,yes,no,no,no,no,no
2419,627,doing okay,good,good,yes,yes,no,no,no,yes,no,no,no,no
2420,1097,living comfortably,good,good,yes,no,no,no,yes,no,no,no,no,no
2421,76401,just getting by,only fair,only fair,no,yes,no,yes,yes,no,no,no,no,no
2422,509,living comfortably,excellent,excellent,yes,no,no,no,yes,no,no,no,no,no
2423,74635,doing okay,good,good,yes,no,no,no,yes,no,no,no,no,no
2424,1658,living comfortably,good,good,yes,no,no,no,yes,no,no,no,no,no
2425,854,living comfortably,good,good,no,no,yes,no,no,no,no,no,no,no
2426,1512,just getting by,only fair,only fair,yes,yes,no,yes,yes,no,yes,yes,no,no
2427,819,living comfortably,good,good,yes,no,no,no,yes,no,no,no,no,no
2428,31779,just getting by,good,good,yes,no,no,yes,yes,no,no,no,yes,no
2429,948,just getting by,good,good,no,no,no,no,no,no,yes,no,no,no
2430,1236,doing okay,good,only fair,no,yes,no,no,yes,no,no,no,no,no
2431,526,finding it difficult to get by,good,only fair,no,no,no,yes,no,no,no,no,no,no
2432,2069,finding it difficult to get by,only fair,only fair,no,yes,yes,yes,yes,no,no,no,no,no
2433,1566,doing okay,good,only fair,no,yes,no,yes,no,no,no,no,no,no
2434,1559,living comfortably,good,only fair,yes,no,yes,no,no,yes,no,no,no,no
2435,1042,doing okay,good,only fair,yes,yes,yes,no,yes,yes,no,no,no,no
2436,801,doing okay,only fair,only fair,yes,no,yes,no,no,no,no,no,no,no
2437,1104,living comfortably,only fair,poor,yes,no,no,no,yes,no,no,no,no,no
2438,1207,living comfortably,good,good,no,no,no,no,yes,no,no,no,no,no
2439,780,doing okay,excellent,good,no,no,yes,no,no,no,no,no,no,no
2440,1105,living comfortably,good,good,no,no,no,no,yes,no,no,no,no,no
2441,924,doing okay,only fair,poor,yes,yes,yes,no,no,no,no,no,no,no
2442,969,just getting by,good,good,yes,yes,no,no,yes,no,yes,no,yes,no
2443,7440,living comfortably,only fair,good,no,no,no,no,yes,no,no,no,no,no
2444,1003,living comfortably,only fair,only fair,no,no,no,no,yes,no,no,no,no,no
2445,1141,living comfortably,only fair,only fair,no,no,yes,no,yes,no,no,no,no,no
2446,774,living comfortably,only fair,only fair,yes,no,no,no,yes,no,no,no,no,no
2447,670,living comfortably,excellent,good,yes,no,yes,no,no,no,no,no,no,no
2448,1204,just getting by,only fair,poor,yes,yes,no,no,no,no,yes,no,no,no
2449,1142,living comfortably,excellent,excellent,no,no,yes,no,no,no,no,no,no,no
2450,1169,doing okay,only fair,only fair,yes,no,no,no,yes,no,no,no,no,no
2451,767,living comfortably,excellent,excellent,yes,no,yes,no,yes,no,no,no,no,no
2452,1277,just getting by,only fair,only fair,no,yes,no,no,no,no,yes,no,no,no
2453,755,just getting by,excellent,good,no,yes,no,no,no,no,no,no,no,yes
2454,770,living comfortably,good,only fair,yes,no,yes,no,no,no,no,no,no,no
2455,1029,living comfortably,only fair,only fair,yes,no,yes,no,yes,no,no,no,no,no
2456,730,living comfortably,good,only fair,yes,no,no,no,yes,no,no,no,no,no
2457,1811,just getting by,only fair,good,no,no,no,yes,no,no,yes,no,no,no
2458,810,doing okay,only fair,only fair,yes,yes,no,no,yes,no,no,no,no,no
2459,773,living comfortably,good,good,yes,no,yes,no,yes,no,no,no,no,no
2460,1613,finding it difficult to get by,good,good,no,yes,no,no,no,no,no,no,no,yes
2461,2850,finding it difficult to get by,good,good,no,no,no,no,no,no,no,no,no,yes
2463,980,living comfortably,good,good,no,no,no,no,yes,no,no,no,no,no
2464,921,doing okay,excellent,excellent,no,yes,yes,no,no,no,no,no,no,no
2465,1136,doing okay,good,only fair,yes,no,yes,no,yes,no,no,no,no,no
2466,1108,just getting by,good,good,yes,no,no,yes,no,no,no,no,no,no
2467,1358,living comfortably,good,good,no,no,no,no,yes,no,no,no,no,no
2468,1440,just getting by,only fair,only fair,no,no,no,no,yes,no,no,no,no,no
2469,23982,doing okay,good,good,yes,no,no,no,no,no,yes,no,no,no
2470,1822,doing okay,only fair,only fair,yes,no,yes,no,no,no,no,no,no,no
2471,1931,doing okay,only fair,only fair,yes,no,no,no,yes,no,no,no,no,no
